Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Customer Lifetime Value
TV82603,California,No,Basic,Bachelor,1/21/11,Employed,F,48081,Urban,Married,188,31,12,0,5,Personal Auto,Personal L3,Offer1,Branch,881.360959,Luxury SUV,Small,14895.39798
NU93648,Arizona,No,Basic,Bachelor,5/2/2011,Unemployed,M,0,Urban,Married,63,21,40,0,2,Corporate Auto,Corporate L1,Offer1,Call Center,243.208647,Two-Door Car,Medsize,20774.02463
NW41789,Oregon,No,Extended,Bachelor,1/24/11,Unemployed,M,0,Suburban,Single,84,25,44,0,1,Personal Auto,Personal L3,Offer4,Call Center,604.8,Four-Door Car,Medsize,2746.90319
GE26813,Arizona,No,Basic,High School or Below,6/1/2011,Unemployed,M,0,Suburban,Divorced,66,18,66,0,6,Personal Auto,Personal L3,Offer1,Call Center,475.2,Four-Door Car,Small,4882.073243
RK96223,California,No,Basic,College,1/22/11,Employed,M,52369,Suburban,Married,110,34,49,1,2,Personal Auto,Personal L3,Offer1,Agent,528.0,SUV,Medsize,12941.89193
ZO20633,Oregon,No,Basic,High School or Below,2/15/11,Employed,F,27861,Suburban,Married,65,22,67,0,1,Corporate Auto,Corporate L2,Offer3,Branch,312.0,Four-Door Car,Medsize,2587.107864
FS37417,Arizona,No,Basic,High School or Below,2/23/11,Unemployed,F,0,Suburban,Married,101,29,12,0,1,Personal Auto,Personal L2,Offer1,Call Center,484.8,SUV,Small,3958.002823
BL79888,Oregon,Yes,Basic,High School or Below,1/14/11,Employed,F,20090,Suburban,Married,109,10,59,0,2,Personal Auto,Personal L2,Offer2,Agent,523.2,Sports Car,Medsize,34611.37896
DA79098,California,No,Basic,Bachelor,1/19/11,Unemployed,M,0,Suburban,Married,67,19,82,1,3,Personal Auto,Personal L2,Offer1,Agent,357.14996,Two-Door Car,Small,4572.041785
CD45044,Arizona,No,Basic,High School or Below,3/2/2011,Unemployed,F,0,Suburban,Single,70,3,94,0,2,Personal Auto,Personal L2,Offer1,Agent,504.0,Four-Door Car,Medsize,7600.034998
ET81343,California,No,Extended,Doctor,1/21/11,Employed,M,59047,Suburban,Divorced,76,2,73,3,2,Personal Auto,Personal L3,Offer1,Web,364.8,Four-Door Car,Medsize,8750.643581
DG33206,Washington,No,Premium,Doctor,1/16/11,Employed,F,41854,Urban,Married,110,17,44,0,8,Personal Auto,Personal L3,Offer1,Agent,481.269644,Four-Door Car,Medsize,8861.900439
SS90882,Oregon,No,Basic,College,6/1/2011,Employed,F,66795,Urban,Married,64,14,71,0,2,Personal Auto,Personal L3,Offer3,Web,238.032027,Four-Door Car,Medsize,7680.748159
MZ63755,California,Yes,Extended,Bachelor,2/27/11,Unemployed,F,0,Suburban,Divorced,139,5,56,0,2,Personal Auto,Personal L1,Offer1,Call Center,667.2,SUV,Medsize,14635.45158
RP27249,Oregon,No,Basic,Master,11/1/2011,Employed,F,80358,Urban,Married,116,19,2,0,1,Personal Auto,Personal L3,Offer4,Agent,443.637243,SUV,Large,4698.88415
LQ45358,Nevada,No,Premium,Bachelor,1/14/11,Unemployed,M,0,Suburban,Married,112,6,73,0,1,Personal Auto,Personal L1,Offer3,Call Center,537.6,Four-Door Car,Medsize,4035.769432
WV76014,Arizona,No,Basic,Doctor,1/16/11,Employed,M,70125,Rural,Single,64,21,77,0,1,Special Auto,Special L2,Offer2,Branch,92.813396,Four-Door Car,Medsize,2540.407726
DN10177,California,No,Basic,College,2/27/11,Unemployed,M,0,Suburban,Single,67,26,4,0,3,Personal Auto,Personal L1,Offer1,Call Center,321.6,Two-Door Car,Medsize,4547.162694
PP35705,California,No,Extended,High School or Below,2/26/11,Medical Leave,M,26376,Suburban,Divorced,121,7,19,0,2,Personal Auto,Personal L3,Offer1,Agent,580.8,SUV,Small,35862.99324
DG68667,Arizona,No,Basic,Doctor,1/2/2011,Medical Leave,M,12617,Suburban,Divorced,108,5,43,0,8,Personal Auto,Personal L3,Offer1,Branch,648.925597,SUV,Medsize,8123.955566
CN23147,Oregon,No,Premium,Bachelor,2/27/11,Employed,M,48804,Suburban,Married,112,1,4,1,2,Corporate Auto,Corporate L3,Offer1,Branch,537.6,Four-Door Car,Medsize,13057.17071
HM20544,Washington,No,Basic,College,5/2/2011,Unemployed,F,0,Suburban,Single,61,31,15,0,1,Personal Auto,Personal L3,Offer1,Web,479.097472,Four-Door Car,Medsize,2175.740021
SO42230,California,No,Extended,Master,2/17/11,Medical Leave,F,22490,Rural,Married,90,8,96,0,8,Personal Auto,Personal L3,Offer1,Agent,88.765534,Two-Door Car,Large,7126.263963
XO78284,Arizona,No,Extended,Master,1/20/11,Employed,M,96335,Rural,Single,97,7,43,0,1,Personal Auto,Personal L3,Offer1,Branch,161.388136,Four-Door Car,Small,3887.324208
NX93393,Oregon,No,Premium,High School or Below,2/27/11,Employed,M,86096,Suburban,Married,108,30,1,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,518.4,Two-Door Car,Large,4335.353131
GS85403,Washington,Yes,Extended,Master,2/23/11,Unemployed,F,0,Suburban,Single,122,15,47,0,9,Corporate Auto,Corporate L2,Offer1,Branch,650.52179,Sports Car,Medsize,9031.214859
SX85653,Arizona,No,Extended,Doctor,1/25/11,Employed,F,85609,Suburban,Married,136,22,17,0,1,Personal Auto,Personal L3,Offer2,Agent,652.8,SUV,Medsize,5522.524223
DS31990,Oregon,No,Basic,High School or Below,12/1/2011,Unemployed,M,0,Rural,Married,71,12,55,0,3,Personal Auto,Personal L3,Offer2,Call Center,150.878447,Two-Door Car,Large,5093.479191
BD35676,Arizona,No,Extended,Master,4/1/2011,Employed,M,35296,Urban,Single,126,19,11,0,2,Personal Auto,Personal L1,Offer2,Branch,452.616872,SUV,Medsize,29194.36639
JY45873,Washington,Yes,Extended,Bachelor,3/2/2011,Employed,F,48567,Suburban,Single,130,12,15,0,1,Corporate Auto,Corporate L2,Offer2,Agent,624.0,SUV,Medsize,5015.009472
QK23524,Oregon,No,Extended,Bachelor,1/22/11,Employed,F,26877,Suburban,Married,131,5,2,0,1,Personal Auto,Personal L2,Offer4,Agent,628.8,SUV,Small,5149.301306
SK32629,California,Yes,Extended,College,2/14/11,Retired,F,12902,Suburban,Divorced,139,3,51,0,1,Personal Auto,Personal L3,Offer1,Agent,667.2,Sports Car,Medsize,4904.894731
EP93369,Arizona,No,Extended,College,8/1/2011,Unemployed,F,0,Suburban,Single,121,5,94,0,8,Personal Auto,Personal L2,Offer2,Branch,871.2,Sports Car,Medsize,8510.525936
ZX86243,Arizona,No,Extended,Doctor,2/19/11,Employed,M,70247,Rural,Single,83,13,19,1,1,Personal Auto,Personal L2,Offer4,Call Center,141.799422,Four-Door Car,Medsize,3278.53188
OR85652,Oregon,No,Extended,Bachelor,2/17/11,Employed,F,78294,Rural,Married,92,6,35,0,3,Personal Auto,Personal L1,Offer4,Agent,181.148732,Four-Door Car,Medsize,7427.845088
ST78006,Oregon,No,Basic,High School or Below,1/1/2011,Unemployed,F,0,Rural,Married,63,11,10,1,3,Personal Auto,Personal L2,Offer4,Call Center,139.331764,Four-Door Car,Medsize,4594.263722
JA55700,California,Yes,Basic,High School or Below,1/23/11,Employed,M,25927,Suburban,Single,103,6,20,0,1,Personal Auto,Personal L3,Offer2,Web,674.973614,SUV,Medsize,3933.813993
FP31685,Oregon,No,Basic,Bachelor,5/2/2011,Employed,F,24887,Suburban,Single,68,33,6,0,2,Personal Auto,Personal L3,Offer2,Agent,326.4,Four-Door Car,Medsize,7868.0982
AJ89107,Arizona,No,Extended,High School or Below,2/2/2011,Employed,M,27072,Suburban,Married,93,24,27,0,8,Personal Auto,Personal L3,Offer4,Branch,565.336931,Four-Door Car,Large,7349.32849
FI61059,Oregon,No,Basic,College,2/13/11,Unemployed,M,0,Suburban,Single,67,0,71,1,3,Personal Auto,Personal L3,Offer3,Call Center,482.4,Four-Door Car,Medsize,4311.416903
HF62608,Oregon,No,Extended,College,2/27/11,Employed,F,44213,Rural,Single,85,15,58,0,3,Personal Auto,Personal L3,Offer1,Branch,77.523904,Four-Door Car,Medsize,6753.428413
WB58031,California,No,Basic,High School or Below,2/20/11,Employed,M,39658,Suburban,Married,66,32,53,0,7,Corporate Auto,Corporate L3,Offer1,Branch,316.8,Four-Door Car,Medsize,5281.833471
EL99335,California,No,Basic,College,1/29/11,Retired,F,20608,Suburban,Divorced,73,10,24,0,1,Personal Auto,Personal L2,Offer3,Branch,350.4,Four-Door Car,Small,2685.177658
VO87785,Arizona,No,Basic,College,12/2/2011,Employed,F,26480,Suburban,Divorced,63,13,17,0,3,Personal Auto,Personal L1,Offer2,Call Center,378.695238,Two-Door Car,Medsize,4858.429375
LL56632,Oregon,No,Basic,High School or Below,2/25/11,Employed,F,55842,Suburban,Married,109,4,26,0,3,Personal Auto,Personal L3,Offer2,Agent,703.118925,SUV,Medsize,8679.79601
PW69692,Oregon,Yes,Extended,College,6/1/2011,Employed,F,93272,Urban,Married,95,3,54,0,1,Personal Auto,Personal L2,Offer2,Branch,281.110788,Four-Door Car,Medsize,3861.486269
UK70255,California,No,Extended,College,1/30/11,Employed,F,97298,Rural,Single,128,16,38,0,2,Personal Auto,Personal L3,Offer4,Web,48.517439,Sports Car,Medsize,30475.78048
WP60679,Oregon,No,Basic,Bachelor,6/1/2011,Employed,M,95351,Urban,Married,111,31,74,0,5,Personal Auto,Personal L1,Offer1,Web,406.48025,Sports Car,Medsize,8940.579278
KP65334,California,No,Extended,College,1/13/11,Unemployed,F,0,Suburban,Married,77,11,36,0,6,Corporate Auto,Corporate L1,Offer1,Agent,783.431945,Four-Door Car,Medsize,5830.561364
PM78410,Oregon,No,Basic,Bachelor,1/24/11,Unemployed,F,0,Suburban,Single,67,7,8,3,3,Personal Auto,Personal L3,Offer1,Agent,482.4,Two-Door Car,Medsize,4121.252137
PW31239,Oregon,Yes,Basic,College,2/26/11,Employed,F,40864,Rural,Married,109,16,70,1,1,Personal Auto,Personal L3,Offer1,Agent,166.937747,SUV,Medsize,4282.947971
GW89148,California,No,Extended,Doctor,1/16/11,Employed,M,90008,Urban,Single,137,13,3,0,2,Personal Auto,Personal L3,Offer2,Web,406.986034,SUV,Medsize,16304.29777
AY43037,Oregon,No,Basic,High School or Below,2/18/11,Employed,M,36670,Suburban,Single,189,30,44,0,3,Corporate Auto,Corporate L3,Offer1,Branch,907.2,Luxury Car,Medsize,14708.99565
SQ19467,Oregon,No,Extended,College,1/27/11,Disabled,F,25222,Suburban,Single,90,28,69,0,3,Personal Auto,Personal L3,Offer2,Agent,475.623251,Four-Door Car,Small,6554.216396
ZQ28996,Nevada,No,Basic,College,1/1/2011,Employed,M,48895,Urban,Married,68,16,27,0,7,Corporate Auto,Corporate L1,Offer1,Web,325.009146,Four-Door Car,Large,5388.023812
HH49391,Oregon,No,Extended,High School or Below,10/1/2011,Retired,M,15741,Suburban,Divorced,132,14,4,0,4,Special Auto,Special L1,Offer3,Web,633.6,SUV,Medsize,9414.943031
KJ50265,Washington,No,Extended,High School or Below,12/1/2011,Disabled,M,27951,Suburban,Married,91,32,4,0,2,Personal Auto,Personal L3,Offer1,Branch,436.8,Four-Door Car,Medsize,10418.31143
KX99703,Oregon,Yes,Extended,College,2/16/11,Retired,F,18577,Suburban,Divorced,86,21,76,0,6,Personal Auto,Personal L3,Offer1,Branch,412.8,Four-Door Car,Medsize,6273.911874
LD71221,Oregon,No,Basic,Bachelor,1/31/11,Unemployed,F,0,Urban,Divorced,68,7,53,3,3,Personal Auto,Personal L3,Offer2,Branch,230.109964,Two-Door Car,Medsize,4318.088108
EM29359,Nevada,No,Basic,College,3/2/2011,Medical Leave,M,17483,Suburban,Married,183,24,63,0,1,Personal Auto,Personal L1,Offer2,Web,1317.6,Luxury Car,Large,7126.596501
FA90739,Oregon,No,Extended,High School or Below,1/1/2011,Unemployed,M,0,Suburban,Single,121,7,34,0,2,Corporate Auto,Corporate L3,Offer1,Call Center,871.2,SUV,Medsize,12476.64759
DX80961,Arizona,No,Extended,Bachelor,1/19/11,Employed,F,85322,Suburban,Married,134,32,55,0,2,Personal Auto,Personal L3,Offer1,Agent,735.491986,SUV,Medsize,16265.58682
KS12294,California,No,Premium,Bachelor,2/16/11,Unemployed,M,0,Suburban,Single,159,19,75,0,2,Personal Auto,Personal L3,Offer1,Web,1410.16929,SUV,Medsize,15994.008
QG27547,Oregon,Yes,Extended,Bachelor,3/1/2011,Retired,F,23376,Suburban,Divorced,78,19,18,0,1,Personal Auto,Personal L3,Offer2,Call Center,374.4,Four-Door Car,Medsize,2867.312197
TE60343,Oregon,No,Basic,High School or Below,2/25/11,Employed,M,25746,Suburban,Married,61,0,84,1,3,Corporate Auto,Corporate L3,Offer2,Agent,292.8,Four-Door Car,Medsize,4716.264294
TJ30354,Oregon,No,Basic,Bachelor,1/22/11,Employed,F,22627,Suburban,Married,67,19,43,0,8,Personal Auto,Personal L1,Offer2,Agent,321.6,Four-Door Car,Medsize,5285.307579
RH42306,Arizona,No,Basic,Bachelor,1/27/11,Unemployed,F,0,Suburban,Single,71,6,5,0,3,Corporate Auto,Corporate L2,Offer3,Web,653.388564,Four-Door Car,Small,4992.063043
HS13676,California,No,Premium,High School or Below,1/13/11,Unemployed,M,0,Suburban,Single,117,3,33,0,9,Personal Auto,Personal L2,Offer1,Agent,983.127481,Four-Door Car,Medsize,8216.391903
RT36566,California,No,Basic,Bachelor,1/1/2011,Employed,F,31006,Suburban,Divorced,67,20,16,0,4,Personal Auto,Personal L3,Offer2,Call Center,321.6,Four-Door Car,Medsize,5260.623466
OF24813,Washington,No,Basic,High School or Below,2/19/11,Employed,F,66014,Urban,Married,102,34,11,0,2,Personal Auto,Personal L3,Offer2,Branch,459.966453,SUV,Medsize,32961.15225
VO25938,Oregon,Yes,Basic,Bachelor,1/27/11,Employed,M,25998,Suburban,Married,71,16,38,0,2,Personal Auto,Personal L1,Offer2,Call Center,791.878042,Four-Door Car,Medsize,8382.478392
LU37653,Oregon,No,Extended,College,1/27/11,Employed,F,74001,Urban,Married,84,16,0,0,2,Corporate Auto,Corporate L3,Offer4,Call Center,224.265232,Four-Door Car,Medsize,10114.98621
PO89542,Oregon,No,Basic,Bachelor,2/28/11,Unemployed,F,0,Suburban,Married,68,21,69,0,7,Personal Auto,Personal L2,Offer1,Branch,326.4,Four-Door Car,Medsize,5009.808888
IS95398,Nevada,No,Basic,Bachelor,7/2/2011,Employed,F,76352,Urban,Single,109,17,9,2,4,Personal Auto,Personal L2,Offer1,Agent,501.83778,SUV,Small,8444.840217
CR20811,California,No,Extended,Bachelor,2/24/11,Employed,F,60642,Urban,Married,133,34,68,0,5,Personal Auto,Personal L3,Offer1,Agent,428.27511,SUV,Medsize,10660.89661
SW98498,California,No,Extended,College,1/19/11,Employed,M,88233,Urban,Single,88,32,22,0,2,Personal Auto,Personal L1,Offer3,Call Center,253.056709,Four-Door Car,Medsize,10439.49667
IQ96928,Oregon,No,Basic,High School or Below,2/27/11,Unemployed,F,0,Suburban,Single,62,20,9,0,7,Corporate Auto,Corporate L1,Offer1,Agent,675.661163,Four-Door Car,Small,4348.139173
QN15356,Arizona,No,Basic,College,12/2/2011,Unemployed,M,0,Suburban,Single,74,23,64,0,2,Personal Auto,Personal L3,Offer1,Branch,532.8,Four-Door Car,Large,7539.600588
SY66568,Oregon,No,Premium,College,1/25/11,Employed,F,55338,Suburban,Married,116,25,54,0,7,Corporate Auto,Corporate L3,Offer2,Branch,556.8,Two-Door Car,Medsize,9415.527031
BP53979,California,No,Basic,Bachelor,7/2/2011,Employed,F,48829,Urban,Single,64,23,70,1,1,Personal Auto,Personal L2,Offer1,Agent,300.312635,Four-Door Car,Medsize,2516.213745
OO92815,Arizona,No,Extended,High School or Below,4/2/2011,Employed,F,21246,Suburban,Married,83,19,51,0,1,Personal Auto,Personal L1,Offer1,Agent,398.4,Four-Door Car,Medsize,3311.15793
YD87931,Washington,No,Basic,Doctor,10/1/2011,Employed,M,46896,Rural,Married,62,9,33,1,4,Personal Auto,Personal L3,Offer2,Agent,31.707317,Four-Door Car,Medsize,4951.656084
GE47180,Nevada,No,Basic,High School or Below,2/14/11,Employed,M,65974,Rural,Married,113,3,43,0,3,Personal Auto,Personal L3,Offer3,Agent,235.220971,Sports Car,Medsize,9028.821403
VE85103,Nevada,No,Basic,College,8/1/2011,Medical Leave,M,20567,Suburban,Married,72,24,76,4,1,Personal Auto,Personal L2,Offer4,Agent,345.6,Four-Door Car,Large,2449.128459
HY49431,California,No,Extended,Bachelor,2/26/11,Employed,F,21947,Urban,Married,83,17,66,0,1,Personal Auto,Personal L1,Offer3,Branch,366.90936,Four-Door Car,Medsize,3289.132998
XB64207,Arizona,No,Basic,Bachelor,8/1/2011,Employed,F,86101,Urban,Married,102,4,73,0,1,Personal Auto,Personal L1,Offer1,Agent,344.736945,SUV,Medsize,4117.4697
FG15154,California,No,Extended,Bachelor,1/23/11,Employed,M,32818,Suburban,Married,93,17,39,0,8,Personal Auto,Personal L1,Offer2,Call Center,446.4,Four-Door Car,Medsize,7240.662339
YH31618,Oregon,No,Premium,Bachelor,2/17/11,Unemployed,F,0,Suburban,Single,105,27,42,0,4,Corporate Auto,Corporate L1,Offer1,Branch,504.0,Two-Door Car,Medsize,7452.233634
MK73855,Washington,No,Basic,High School or Below,12/2/2011,Employed,F,32314,Suburban,Married,68,17,77,0,2,Personal Auto,Personal L2,Offer1,Agent,326.4,Four-Door Car,Medsize,8109.364607
XE86547,Oregon,No,Basic,College,10/1/2011,Employed,M,58443,Suburban,Married,65,24,71,0,6,Personal Auto,Personal L3,Offer3,Agent,312.0,Four-Door Car,Small,5143.647642
UN77671,California,No,Extended,College,1/23/11,Employed,F,26906,Rural,Married,92,17,12,0,3,Personal Auto,Personal L3,Offer3,Branch,106.528651,Two-Door Car,Medsize,7330.190221
CR86548,Nevada,No,Basic,Master,1/14/11,Employed,F,67248,Suburban,Divorced,102,19,4,0,2,Personal Auto,Personal L2,Offer3,Call Center,489.6,SUV,Medsize,12349.70232
BL90769,California,Yes,Basic,Bachelor,11/1/2011,Employed,F,33190,Suburban,Divorced,106,18,95,0,2,Personal Auto,Personal L3,Offer1,Web,508.8,SUV,Medsize,33473.34946
DS75515,California,No,Basic,Bachelor,1/2/2011,Employed,M,72333,Urban,Married,70,10,20,0,1,Personal Auto,Personal L2,Offer2,Agent,177.224451,Two-Door Car,Large,2813.309659
SR26762,California,No,Basic,Bachelor,7/2/2011,Employed,F,34837,Rural,Married,63,32,27,0,2,Personal Auto,Personal L1,Offer1,Agent,72.828431,Four-Door Car,Medsize,7663.514373
PU75847,Arizona,No,Basic,College,1/31/11,Employed,M,98451,Suburban,Married,62,19,57,0,3,Personal Auto,Personal L3,Offer4,Agent,316.546868,Four-Door Car,Small,4964.666365
TI47802,California,No,Basic,Master,1/2/2011,Unemployed,F,0,Suburban,Married,69,29,35,0,1,Personal Auto,Personal L3,Offer4,Branch,331.2,Two-Door Car,Medsize,2593.398672
XY78443,Arizona,No,Basic,College,12/2/2011,Unemployed,F,0,Suburban,Single,62,32,45,0,1,Personal Auto,Personal L3,Offer4,Agent,297.6,Two-Door Car,Medsize,2147.656911
SL71998,Oregon,No,Basic,College,1/18/11,Employed,M,63223,Suburban,Married,71,3,72,0,1,Personal Auto,Personal L1,Offer3,Web,397.622116,Two-Door Car,Small,2797.759849
KS12490,Oregon,No,Extended,High School or Below,1/19/11,Employed,M,64669,Suburban,Married,131,22,32,0,6,Personal Auto,Personal L3,Offer4,Call Center,628.8,Sports Car,Small,10594.13249
LC59148,Washington,Yes,Extended,High School or Below,1/27/11,Employed,F,37995,Suburban,Married,139,16,50,0,1,Personal Auto,Personal L1,Offer1,Branch,667.2,SUV,Medsize,5597.12496
ED89934,California,No,Extended,College,1/31/11,Employed,F,58946,Urban,Married,121,5,87,0,1,Personal Auto,Personal L3,Offer1,Agent,486.720776,SUV,Medsize,4823.558028
SF29524,Oregon,No,Basic,Doctor,5/1/2011,Retired,M,19186,Suburban,Divorced,62,10,34,0,5,Personal Auto,Personal L1,Offer3,Branch,297.6,Four-Door Car,Small,4518.782768
AM53473,Arizona,No,Basic,Bachelor,2/13/11,Employed,F,60087,Suburban,Single,74,21,23,0,3,Special Auto,Special L3,Offer1,Agent,355.2,Four-Door Car,Small,5821.787383
UI57491,California,No,Basic,Bachelor,2/19/11,Unemployed,M,0,Suburban,Married,72,6,66,0,5,Personal Auto,Personal L3,Offer1,Agent,518.4,Two-Door Car,Small,5165.571852
ZS35053,Arizona,No,Extended,High School or Below,7/1/2011,Employed,M,40968,Suburban,Divorced,97,29,53,1,1,Personal Auto,Personal L3,Offer1,Agent,465.6,Four-Door Car,Large,3719.247732
AY99324,Oregon,No,Extended,College,1/18/11,Disabled,M,21853,Suburban,Married,86,10,2,0,5,Personal Auto,Personal L2,Offer3,Agent,412.8,Four-Door Car,Medsize,6555.360031
GJ70481,Arizona,No,Basic,High School or Below,3/1/2011,Unemployed,M,0,Suburban,Single,64,6,47,0,8,Personal Auto,Personal L3,Offer3,Agent,628.801638,Four-Door Car,Small,4428.038374
TE44937,Oregon,Yes,Basic,High School or Below,2/23/11,Disabled,F,11432,Suburban,Married,119,11,9,0,2,Personal Auto,Personal L2,Offer2,Agent,571.2,SUV,Small,13466.92071
WE25756,Arizona,No,Extended,High School or Below,1/20/11,Employed,M,69241,Rural,Divorced,93,2,63,0,3,Personal Auto,Personal L3,Offer1,Agent,111.250449,Four-Door Car,Medsize,7350.930502
FZ16327,California,No,Premium,College,11/1/2011,Unemployed,F,0,Urban,Divorced,116,6,78,0,3,Personal Auto,Personal L2,Offer1,Web,509.513764,Four-Door Car,Large,8273.111579
VV47792,California,Yes,Extended,College,2/13/11,Employed,F,71210,Suburban,Married,214,8,89,1,2,Personal Auto,Personal L3,Offer1,Branch,1027.2,Luxury Car,Small,25807.063
BB65725,California,No,Basic,College,11/2/2011,Employed,M,57293,Urban,Married,102,19,87,0,7,Corporate Auto,Corporate L3,Offer1,Agent,347.996042,Sports Car,Medsize,8061.198798
VO43359,California,No,Basic,High School or Below,2/24/11,Employed,M,62488,Urban,Married,62,35,47,2,1,Personal Auto,Personal L3,Offer2,Call Center,200.689331,Four-Door Car,Medsize,2404.380963
PZ10136,Oregon,No,Basic,Master,1/17/11,Employed,M,51641,Rural,Single,63,8,80,1,1,Personal Auto,Personal L3,Offer1,Agent,137.091494,Four-Door Car,Medsize,2465.616631
AD18174,California,No,Basic,High School or Below,2/22/11,Unemployed,F,0,Suburban,Single,65,6,89,0,3,Personal Auto,Personal L3,Offer1,Web,468.0,Four-Door Car,Medsize,4837.926404
XD29421,Oregon,No,Basic,High School or Below,10/1/2011,Employed,M,48115,Suburban,Married,192,15,67,0,5,Personal Auto,Personal L3,Offer3,Agent,1382.4,Luxury Car,Large,15362.35442
KV99077,Nevada,No,Basic,College,8/2/2011,Employed,M,43906,Suburban,Divorced,65,6,53,0,6,Personal Auto,Personal L1,Offer1,Web,468.0,Two-Door Car,Small,5157.053124
DQ10761,Oregon,No,Basic,Bachelor,9/1/2011,Unemployed,M,0,Suburban,Single,73,14,39,1,1,Corporate Auto,Corporate L3,Offer1,Branch,350.4,Four-Door Car,Medsize,2315.094985
JU74347,Oregon,No,Basic,Bachelor,3/1/2011,Employed,M,60214,Urban,Married,100,8,16,1,4,Corporate Auto,Corporate L3,Offer1,Agent,291.287905,Sports Car,Small,7943.513275
